OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,Latitude,Longitude,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070403_257230,Sample-Routine,Water,,2007-04-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30328125,,,Enterococcus,,8,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:37:00.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070830_265238,Sample-Routine,Water,,2007-08-30,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30342015,,,Enterococcus,,38,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:41:08.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070702_261068,Sample-Routine,Water,,2007-07-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30338694,,,Fecal Coliform,,120,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:40:05.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070412_257232,Sample-Routine,Water,,2007-04-12,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30328128,,,Enterococcus,,120,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:37:00.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070502_257238,Sample-Routine,Water,,2007-05-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30330684,,,Enterococcus,,4,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:37:38.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070713_261074,Sample-Routine,Water,,2007-07-13,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30338704,,,Total Coliform,,110,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:40:05.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070605_257248,Sample-Routine,Water,,2007-06-05,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30333542,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:38:27.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20071213_232746,Sample-Routine,Water,,2007-12-13,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-29835241,,,Fecal Coliform,,370,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-21 09:16:41.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070507_257240,Sample-Routine,Water,,2007-05-07,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30330687,,,Enterococcus,,2,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:37:38.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070515_257242,Sample-Routine,Water,,2007-05-15,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30330689,,,Total Coliform,,180,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:37:38.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070426_257236,Sample-Routine,Water,,2007-04-26,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30328133,,,Total Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:37:00.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070109_252004,Sample-Routine,Water,,2007-01-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30322894,,,Total Coliform,,30,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:35:46.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070713_261074,Sample-Routine,Water,,2007-07-13,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30338703,,,Fecal Coliform,,80,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:40:05.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20071220_23356874279,Sample-Routine,Water,,2007-12-20,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30081567,,,Total Coliform,,6200,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-03-04 08:42:39.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20071228_23357274638,Sample-Routine,Water,,2007-12-28,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30081292,,,Total Coliform,,30,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-03-04 08:42:31.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070524_257244,Sample-Routine,Water,,2007-05-24,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30330692,,,Total Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:37:38.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070426_257236,Sample-Routine,Water,,2007-04-26,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30328134,,,Enterococcus,,8,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:37:00.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070619_261064,Sample-Routine,Water,,2007-06-19,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30333545,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:38:27.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070713_261074,Sample-Routine,Water,,2007-07-13,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30338705,,,Enterococcus,,212,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:40:05.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070419_257234,Sample-Routine,Water,,2007-04-19,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30328129,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:37:00.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070710_261070,Sample-Routine,Water,,2007-07-10,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30338698,,,Total Coliform,,340,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:40:05.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070222_252020,Sample-Routine,Water,,2007-02-22,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30325661,,,Total Coliform,,230,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:36:25.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070113_252008,Sample-Routine,Water,,2007-01-13,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30322901,,,Enterococcus,,20,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:35:46.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070330_257228,Sample-Routine,Water,,2007-03-30,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30335981,,,Total Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:39:16.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20071126_229818,Sample-Routine,Water,,2007-11-26,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-29822173,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-21 09:12:33.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070502_257238,Sample-Routine,Water,,2007-05-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30330683,,,Total Coliform,,30,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:37:38.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070507_257240,Sample-Routine,Water,,2007-05-07,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30330686,,,Total Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:37:38.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070712_261072,Sample-Routine,Water,,2007-07-12,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30338700,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:40:05.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070925_231330,Sample-Routine,Water,,2007-09-25,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-29829249,,,Total Coliform,,240,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-21 09:14:40.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070702_261068,Sample-Routine,Water,,2007-07-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30338696,,,Enterococcus,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:40:05.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20071120_229816,Sample-Routine,Water,,2007-11-20,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-29822170,,,Total Coliform,,290,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-21 09:12:33.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070322_257224,Sample-Routine,Water,,2007-03-22,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30335976,,,Enterococcus,,4,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:39:16.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070913_265242,Sample-Routine,Water,,2007-09-13,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30344555,,,Fecal Coliform,,40,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-04-01 15:41:53.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070206_252016,Sample-Routine,Water,,2007-02-06,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30325656,,,Enterococcus,,22,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:36:25.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070830_265238,Sample-Routine,Water,,2007-08-30,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30342014,,,Total Coliform,,180,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:41:08.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20071228_23357274638,Sample-Routine,Water,,2007-12-28,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30081293,,,Enterococcus,,22,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-03-04 08:42:31.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070214_252018,Sample-Routine,Water,,2007-02-14,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30325658,,,Total Coliform,,40,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:36:25.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070301_254470,Sample-Routine,Water,,2007-03-01,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30335966,,,Total Coliform,,70,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:39:16.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070301_254470,Sample-Routine,Water,,2007-03-01,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30335967,,,Enterococcus,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:39:16.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070117_252010,Sample-Routine,Water,,2007-01-17,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30322903,,,Total Coliform,,30,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-04-01 15:35:46.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20070117_252010,Sample-Routine,Water,,2007-01-17,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,SP_001,21CABCH,Container_collect_sample,Use a container to collect the water sample from the ocean.,Miscellaneous (Other),STORET-30322904,,,Enterococcus,,32,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-04-01 15:35:46.0,STORET
